application_id,applicant_name,age,gender,state,employment_status,annual_income,loan_amount_requested,loan_purpose,credit_score,dti_ratio,application_date,num_dependents,has_coborrower,loan_term_months,interest_rate_offered,application_status
APP15624,Person_618,39,Other,Georgia,Retired,177877.62,51246.04#,Auto loan,607,0.7447,2020-01-27,6,Yes,24,11.93,Under review
APP88146,Person_115,21,Other,Illinois,Self-employed,196824.9,20649.06,Unknown,811,0.114,2023-06-11,3,Yes,24,11.43,Rejected
APP83024,Person_158,53,Female,Texas,Employed,37081.52,40003.31,Auto loan,694,0.2485,2019-02-21,3,No,48,21.27,Rejected
APP82340,Person_21,38,Female,Illinois,Self-employed,105512.73,-74695.33,Home improvement,493,0.7365,2020-12-21,4,Yes,36,24.55,Approved
APP92712,Person_112,41,Other,Illinois,Employed,221532.14,35363.21,Business,846,,2020-02-12,4,No,48,0.089,Under review
APP81932,Person_36,22,Non-binary,Georgia,Employed,159260.18,34437.13,Debt consolidation,595,0.2163,2023-09-11,0,Unknown,36,39.0,Approved
APP31206,Unknown,48,Female,New york,Employed,135935.7,63100.41,Education,353,0.1625,2023-07-18,0,Yes,60,91.8,Approved
APP40077,Person_362,49,Female,,Part-time,152458.78,32190.19,Home improvement,304,0.4215,2019-04-20,3,No,12,54.5,
APP10974,Person_365,49,Female,Texas,Part-time,217985.59,7732.8,Home improvement,398,0.4663,2022-04-04,2,Yes,36,21.6,Approved
APP34388,Person_441,69,Male,Texas,Retired,,47894.14 ,Debt consolidation,733,0.2682,2018-01-26,1,Yes,84,20.25,Under review
APP80781,Person_565,43,Unknown,Texas,Self-employed,107776.24,52797.4,Medical,400,0.4075,2022-11-24,2,No,20,11.53,Rejected
APP90668,Person_351,32,Other,New york,Unemployed,29615.1,7261.17USD,Home improvement,561,0.3672,2020-03-11,5,Yes,12,17.06,Pending
APP50353,Person_993,66,Non-binary,New york,Part-time,152448.0,12172.11,Education,791,0.2598,2024-01-31,4,No,36,58.5,Approved
APP38869,Person_249,42,Female,Texas,Unemployed,50858.89,40328.75,Vacation,550,0.4543,2021-11-07,0,No,36,27.25,Pending
APP42466,Person_866,31,Unknown,Illinois,Unemployed,159501.75,64757.18,Auto loan,568,,2019-12-28,1,Yes,48,43.6,Approved
APP18721,Person_634,32,Male,Illinois,Part-time,68063.89,50114.3,Business,496,0.704,2020-10-03,5,No,60,10.61,Approved
APP83784,Person_812,43,Non-binary,Miami,Retired,247793.49,-65577.4,Medical,452,0.0758,2020-02-14,4,No,72,15.99,Approved
APP25854,Person_406,57,,Ohio,,25404.83,11742.96,Business,651,0.5132,2021-03-11,6,Yes,36,17.62,Pending
APP19733,Person_870,49,Male,Florida,Unknown,97510.47,36341.34,Auto loan,627,,2023-09-20,2,Yes,24,14.64,Pending
APP18333,Person_164,50,Female,New york,Part-time,112425.59,29711.31,Medical,392,0.3278,2019-08-14,1,No,12,12.68,Approved
APP74740,Person_894,22,Other,New york,Part-time,,34488.0,Debt consolidation,702,0.21,2020-06-14,5,Yes,24,21.62,Approved
APP24872,Unknown,24,Male,Ohio,Self-employed,226528.18,3419.06,Education,712,0.5952,2023-01-10,5,Unknown,24,24.26,Approved
APP95521,Person_902,61,Male,Georgia,Self-employed,140507.0,41332.14,Debt consolidation,717,0.2172,2018-08-20,3,Yes,60,17.04,
APP31352,Person_83,55,Male,California,Retired,198920.59,17931.17,Auto loan,526,0.5032,2022-06-15,3,No,36,20.25,Approved
app42601,Person_711,55,Male,California,Part-time,18332.92,30531.49,Vacation,568,0.095,2019-03-05,0,Yes,48,27.47,Under review
APP69802,Person_295,37,Female,California,Self-employed,76405.48,33166.34,Debt consolidation,568,0.3948,2019-01-23,2,Yes,12,87.2,Approved
APP58193,,48,Male,Pennsylvania,Self-employed,197412.32,71647.21#,Vacation,418,0.2099,2019-05-05,5,Yes,12,51.9,Approved
APP53815,Person_643,48,Female,New york,Contract,100160.84999999999,16030.4,Medical,770,0.601,2020-05-01,4,Yes,84,43.2,Rejected
APP88661,Person_610,33,Female,California,Unemployed,162998.45,,Auto loan,535,0.0846,2020-11-16,3,No,84,43.9,Under review
APP39722,Person_677,75,Non-binary,California,Part-time,27754.03,58046.43,Home improvement,433,0.1681,2018-09-11,6,No,60,15.11,Rejected
APP84963,Person_942,49,Other,New york,Part-time,207166.03,34234.7,Debt consolidation,460,0.095,2019-10-04,1,No,36,19.87,Rejected
APP69967,Person_882,53,Male,California,Unemployed,185674.73,33971.15,Vacation,671,0.5914,2021-08-22,6,No,60,20.3,Rejected
APP41587,Person_661,59,Male,New york,Contract,44112.37,17630.22,Home improvement,774,0.3766,2023-06-22,0,No,24,11.19,Pending
APP37107,Person_938,61,Unknown,Florida,Part-time,20105.42,56999.89,Vacation,748,0.4695,2021-01-23,1,No,12,76.7,Approved
APP96445,Person_127,25,Unknown,,Contract,55612.79,12423.98,Medical,352,0.0003437,2018-01-27,4,Yes,12,20.25,Approved
APP74162,Person_857,53,Female,New york,Contract,97610.23,35826.05,Auto loan,366,,2018-10-10,0,No,84,17.45,Pending
APP35203,Person_1,71,Male,New york,Part-time,28631.26,19003.96,Medical,596,0.7397,2020-07-27,6,,60,11.21,Rejected
APP80399,Person_816,21,,Texas,Retired,21844.87,46237.77$,Debt consolidation,578,0.2095,2022-08-30,4,No,84,95.1,Approved
APP36233,,36,Male,New york,Part-time,191080.27,78107.81,Debt consolidation,386,,2023-07-24,1,Yes,60,19.29,Rejected
APP10119,Person_601,21,Male,New york,,226549.9,,Education,412,0.3826,2018-11-07,1,No,36,88.2,Approved
APP24789,Person_308,56,Male,Texas,Unknown,116811.25,14308.02,Medical,798,0.5809,2020-10-26,3,No,60,10.01,Pending
APP73774,Person_585,54,Non-binary,Texas,Part-time,33081.06,56899.35,Education,582,0.4144,2019-08-20,3,No,24,12.36,Approved
APP70548,Person_410,29,Unknown,Pennsylvania,Part-time,95056.32,77533.25,Home improvement,594,0.3028,2020-03-31,3,Yes,48,54.3,Under review
APP23902,Person_171,59,Male,Illinois,Part-time,53675.91,7404.0,Debt consolidation,791,36.78,2019-10-30,6,Yes,12,23.13,Approved
APP19680,Person_417,73,Female,Florida,,210489.53,47333.34,Vacation,568,0.3004,2021-02-14,3,No,36,24.89,
APP31938,Person_779,37,Female,Texas,Contract,,26397.95,Auto loan,341,,2022-03-27,1,Yes,84,16.7,Under review
APP56749,Person_700,62,Male,Florida,Contract,155324.99,,,532,0.2127,2020-01-08,5,No,12,18.53,Pending
APP78329,Person_603,31,Female,Texas,Unemployed,64215.84,33692.03,Debt consolidation,787,0.6588,2022-05-08,5,No,12,16.72,Rejected
APP49129,Person_460,57,Non-binary,Georgia,Retired,192862.87,70098.06,Unknown,599,0.5717,2024-04-18,1,No,72,26.41,Under review
APP42252,Person_884,42,Non-binary,Ohio,Self-employed,223353.4,7022.14,Business,839,,2022-11-03,2,Yes,84,19.79,Rejected
APP41212,Person_637,69,Female,California,Unemployed,127652.44,9099.68$,Debt consolidation,839,0.3169,2023-11-13,2,No,24,23.26,Rejected
APP72747,Person_423,28,Female,Illinois,Unemployed,117779.42,56018.31,Unknown,695,0.6565,2022-02-13,5,No,12,72.8,Pending
app96364,Person_315,50,Non-binary,Pennsylvania,Unemployed,245826.34999999998,5672.55,Debt consolidation,682,0.1168,2019-12-29,1,,60,22.94,Approved
APP58698,Person_376,50,Female,Illinois,Self-employed,164356.28,77522.85,Debt consolidation,326,,2023-03-30,0,Yes,48,11.87,Under review
APP86756,Person_524,58,Female,Ohio,Unemployed,146864.2,14636.47,Medical,658,0.056,2018-02-25,5,Yes,12,35.1,Approved
APP71764,Person_885,44,Male,Florida,Employed,143346.66,58761.74,Medical,368,0.072,2020-10-21,2,No,12,85.1,Under review
APP49854,Person_438,50,Unknown,Miami,Part-time,20831.52,55512.32,Debt consolidation,421,0.0521,2024-11-05,3,Unknown,48,17.65,Rejected
APP11261,Person_755,50,Female,Florida,Part-time,191829.07,67579.68,Home improvement,321,0.3629,2021-01-16,1,No,60,13.53,Rejected
APP24334,Person_150,52,Male,California,Contract,43989.7,12688.37,Debt consolidation,454,0.6625,2023-12-12,3,No,24,90.6,Approved
APP13504,Person_932,67,Male,Miami,Employed,148854.59,29665.52,Auto loan,318,0.1435,2018-07-24,3,No,72,0.2095,Approved
APP54490,Person_556,30,Female,Texas,Contract,21777.8,56284.46,Medical,486,0.5295,2019-06-12,3,Yes,72,20.25,Approved
APP51514,Person_836,37,Other,Texas,Contract,53779.92,42867.45,Auto loan,568,0.092,2018-07-06,5,No,72,23.3,Approved
APP50954,,64,Female,New york,Employed,185020.25,28348.29,Medical,780,0.7384,2018-10-26,6,Yes,72,17.78,Under review
APP32607,Person_409,67,,Florida,Employed,76297.24,67484.72,Home improvement,440,0.6357,2023-01-09,1,No,36,14.85,Rejected
APP68891,Person_143,60,Female,,Self-employed,21809.04,UNKNOWN,Auto loan,568,0.6014,2019-02-03,4,No,48,20.25,Rejected
APP78907,Person_526,60,Female,Ohio,Part-time,100125.35,-2163.3,Education,633,0.2098,2021-03-24,5,No,60,26.8,Approved
APP23678,Person_875,34,Male,Ohio,Self-employed,63108.15,22343.41,Education,360,0.1317,2020-04-13,6,Yes,12,10.0,Approved
APP59508,Person_377,28,Female,Texas,Part-time,72706.01,12792.57,Business,575,0.4082,2023-11-24,3,Yes,36,65.4,Under review
APP94902,Person_844,18,Non-binary,Texas,Self-employed,163063.44,34432.56,Vacation,657,0.411,2024-01-22,2,Unknown,24,10.12,Approved
APP73509,Person_208,24,Female,New york,Part-time,160121.42,7428.17,Auto loan,738,0.7074,2019-04-19,5,No,72,60.8,Approved
APP96703,Unknown,46,Female,Unknown,Self-employed,180969.9,,Education,526,0.2654,2019-07-12,0,Yes,48,24.97,Under review
APP41148,Person_131,46,Male,California,Self-employed,210434.13,24.90767,Auto loan,568,0.2616,2023-11-10,0,Yes,12,0.2529,Unknown
APP93765,Person_380,38,Female,Illinois,Part-time,215887.97,19866.55,,521,0.0001963,2020-03-21,1,Unknown,20,26.93,Rejected
APP90837,Person_174,62,Male,Georgia,Unemployed,174322.33,55533.17 ,Home improvement,704,0.6132,2022-12-29,3,No,84,20.25,Rejected
APP57027,,46,Female,New york,Part-time,159635.02,,Business,327,0.7457,2024-01-16,3,Yes,72,89.3,Rejected
APP48720,Person_270,38,Male,Texas,Retired,44069.24,70590.72,Education,594,0.3437,2021-07-24,3,Yes,36,88.6,Approved
APP88146,Unknown,18,Male,Texas,Self-employed,62927.7,67902.97,Medical,658,0.5551,2021-06-11,1,Yes,84,27.76,Rejected
APP32832,Person_725,19,Female,New york,Employed,,11549.36,Auto loan,669,,2019-02-28,0,,24,16.93,Pending
APP46159,Person_123,26,Female,Georgia,Employed,163183.83,70415.5,Medical,330,0.7109,2021-06-19,5,Yes,84,25.97,Under review
APP20074,Person_138,65,Male,Georgia,Unknown,82460.92,11470.56,Auto loan,587,0.2427,2020-09-01,3,Yes,20,22.01,Pending
APP65591,Person_51,60,Male,Texas,Unknown,,20553.45,Medical,654,0.1586,2021-07-30,4,No,72,13.63,Under review
APP51446,Unknown,31,Male,New york,Part-time,12300067.0,32331.46,Auto loan,543,0.504,2021-07-08,1,Yes,36,59.1,Under review
APP58710,Person_275,31,Other,Unknown,Unemployed,56499.4,23925.55,Medical,509,0.000612,2023-04-04,3,Yes,12,10.23,Rejected
APP44118,Person_984,69,Male,Florida,Unemployed,240197.63,,Debt consolidation,386,0.7316,2018-05-17,5,Yes,60,22.69,Rejected
APP99630,Person_342,52,Male,New york,Retired,218150.27,62685.96,Auto loan,818,0.3611,2022-05-06,6,Yes,24,24.22,Rejected
APP74369,Person_256,71,,California,Self-employed,84372.73,16894.23,Medical,465,0.3538,2023-04-25,2,Yes,48,12.71,Pending
APP69634,Person_182,71,Non-binary,Texas,Unemployed,98886.55,69763.7,Vacation,727,,2022-12-20,2,Yes,84,11.07,Under review
APP44574,Person_617,43,,New york,Retired,195052.88,63445.2,Education,626,0.6098,2021-01-09,6,Yes,24,42.0,Approved
APP97932,Person_300,70,Male,Illinois,Retired,92793.16,12889.1,Business,568,0.4591,2020-07-31,1,Yes,24,41.7,Pending
APP96617,Person_690,27,Other,California,Part-time,95504.56,32620.52,Business,849,0.5811,2018-04-28,3,No,84,18.91,Rejected
APP44260,Person_781,63,Male,New york,Part-time,24748.71,31715.09,Auto loan,540,0.3774,2019-11-15,4,No,24,13.55,Rejected
APP88105,Person_240,49,Female,New york,Contract,50905.81,21697.58$,Education,484,,2021-11-21,4,Yes,12,16.63,Pending
APP93422,Person_230,54,Male,New york,Unemployed,,13667.55USD,Debt consolidation,705,0.6329,2022-07-18,3,Yes,12,22.58,Under review
APP59605,Person_934,66,Female,California,Unemployed,71427.96,66341.26,Debt consolidation,847,0.3924,2023-11-26,1,Yes,36,24.38,Pending
APP12518,Person_326,72,Female,Texas,Self-employed,64317.04,38139.56,Business,697,0.0752,2019-03-15,0,Yes,12,20.25,Approved
APP15987,Person_458,47,Female,California,Self-employed,153973.69,28805.85,Vacation,324,0.5922,2018-12-31,6,Yes,84,40.6,Approved
APP89214,Person_681,25,Female,Texas,Unemployed,37321.41000000001,48521.82,Debt consolidation,319,0.6828,2023-04-09,3,Yes,48,10.78,Under review
APP55812,Person_662,59,Male,New york,Part-time,211485.65,54257.93,Medical,652,0.3902,2021-05-16,3,No,72,27.49,Pending
APP91906,Person_918,47,Female,Florida,Unemployed,224574.45,3504.06,Debt consolidation,465,0.6136,2023-01-15,1,No,12,70.2,Rejected
APP42653,Person_465,53,Male,New york,Unknown,31146.4,?,Debt consolidation,679,,2019-10-30,5,,12,25.03,Approved
APP17848,Person_163,22,Female,Pennsylvania,Employed,,12671.75,Home improvement,454,0.5725,2020-04-07,2,Yes,20,20.25,Rejected
APP27499,Person_167,74,Male,Georgia,Part-time,,66314.72,Education,588,0.1891,2022-11-18,6,No,84,10.02,Rejected
app33593,Person_145,24,Female,Ohio,Unemployed,159995.56,7953.67,Auto loan,608,0.2935,2022-11-16,2,Unknown,12,78.1,Pending
APP27607,Person_206,30,Female,Florida,Retired,60220.36,75930.18,Debt consolidation,761,,2018-01-30,4,Yes,60,12.7,Approved
APP42642,Person_500,38,Female,California,Unemployed,224553.92,58117.99,,550,0.7172,2022-08-11,3,No,60,10.2,Pending
APP94012,Person_188,41,Male,New york,,168806.97,68454.93,Unknown,630,0.3528,2020-10-20,1,No,48,40.9,Approved
APP54383,Person_324,28,Male,Georgia,Unemployed,,9018.46,Vacation,463,0.6806,2022-01-24,4,No,72,25.2,
APP17998,Person_657,35,Female,Ohio,Unemployed,,16142.03,Education,338,0.1101,2023-09-05,3,No,12,11.67,Approved
APP72229,Person_756,23,Female,New york,Employed,174181.85,22252.69,Business,648,0.3265,2020-07-13,1,Yes,24,12.59,
APP53254,Person_995,33,Other,Texas,Contract,54642.18,36037.63,Education,449,0.2445,2022-12-18,4,Yes,60,39.4,Pending
APP49315,Person_77,40,Other,California,Part-time,231680.87,77435.0,Home improvement,526,0.4978,2023-07-13,2,No,60,20.34,Approved
APP42097,Person_867,99,Non-binary,New york,Employed,197401.72,39390.67,Auto loan,627,0.3292,2023-09-22,0,No,36,63.2,Approved
APP38168,Person_982,99,Female,Florida,Self-employed,164397.7,17685.39,Education,724,0.1183,2018-09-06,2,No,72,12.92,Pending
APP22009,Person_997,46,Male,California,Contract,128698.69,55858.06#,Medical,367,,2018-01-24,5,Yes,12,27.5,Pending
APP22561,Person_575,19,Female,New york,Unemployed,53589.39,32893.55,Debt consolidation,568,0.0757,2019-01-27,5,Yes,24,11.02,Under review
APP20739,Person_79,29,Female,New york,Contract,44798.07,63005.25,Debt consolidation,782,0.3924,2020-07-20,0,Yes,84,17.53,Approved
APP98923,Person_826,59,Male,Texas,Employed,164925.82,44054.41,Business,443,0.4112,2020-06-09,0,No,12,15.84,Approved
APP94886,Person_687,23,Female,Texas,Self-employed,174624.05,75757.96,Unknown,702,0.2639,2021-06-24,2,No,12,15.68,Approved
app99401,Person_922,46,Male,Florida,Employed,132655.04,28817.69,Home improvement,791,0.5935,2020-05-12,4,No,48,24.28,Pending
APP77459,Person_861,55,Unknown,Georgia,Employed,200725.06,67607.24,Education,811,0.3271,2021-08-28,5,No,36,83.5,Under review
APP28264,,62,Female,Florida,Part-time,51440.54,68411.66#,Business,568,0.2197,2019-09-06,3,No,48,11.76,Approved
APP16948,Person_723,72,Male,New york,Retired,78015.21,56591.39USD,Home improvement,674,0.4023,2018-02-27,0,No,48,20.25,Rejected
APP32120,Person_913,36,Male,New york,Retired,190113.63,14302.53,Home improvement,556,0.4702,2019-01-29,4,No,12,23.4,Approved
APP61689,Person_740,72,Male,Texas,Contract,40337.12,6300.99,Auto loan,489,0.1148,2020-09-18,5,Yes,20,77.4,Under review
APP37886,Person_100,72,Male,Texas,Contract,145969.81,43934.08,Auto loan,783,0.5077,2019-08-22,5,Unknown,48,99.8,Under review
APP84620,Person_290,72,Male,Pennsylvania,Part-time,176772.23,76195.84 ,Home improvement,323,0.5701,2023-03-05,5,No,24,20.25,Rejected
APP29564,Person_444,27,Other,Texas,Employed,48438.53,57638.22,Medical,809,0.3014,2019-01-29,4,,6,25.14,Rejected
APP78607,Person_965,27,Male,Pennsylvania,Employed,213603.05,49667.54,Medical,364,0.2117,2022-02-15,1,Yes,36,20.25,Rejected
APP53642,Person_53,56,Female,Miami,Employed,228886.65,17732.81,Business,494,0.7235,2022-02-27,3,No,60,17.69,Pending
APP57948,Person_739,70,Male,New york,Self-employed,171131.66,30079.18,Auto loan,602,0.2974,2021-07-05,5,No,48,22.45,Under review
APP75491,Person_391,70,Female,Pennsylvania,Contract,57513.82,15745.22,Vacation,314,0.6338,2019-04-16,1,No,60,20.25,Rejected
APP54644,Person_981,33,Male,Florida,Part-time,188826.5,18.315360000000002,Business,371,0.7445,2021-09-23,5,No,84,91.4,Rejected
APP40077,Person_362,28,Female,,Part-time,152458.78,32190.19,Home improvement,304,0.4215,2019-04-20,3,No,12,54.5,
APP23590,Person_666,28,Female,California,Contract,47291.34,11145.38,Business,500,0.6077,2022-03-05,1,Yes,6,16.54,Approved
APP44243,Person_251,26,Male,Texas,Contract,156513.0,14690.86,Debt consolidation,746,0.5252,2022-09-19,3,Yes,84,22.77,Approved
APP56284,Person_499,72,Other,Texas,Contract,150643.05,62473.45,Medical,568,0.1349,2021-05-14,6,Yes,48,47.4,Rejected
APP74619,Person_475,72,Female,Illinois,Employed,168949.09,34376.86,Business,679,0.6279,2024-01-26,2,No,72,71.9,Approved
APP54686,Person_670,47,Female,Georgia,Self-employed,111154.75,1272.33,Debt consolidation,478,0.1292,2021-08-29,3,Yes,72,64.9,Rejected
APP85039,Person_271,52,Female,California,,142355.04,62584.61,Medical,412,0.7135,2021-04-03,2,No,20,22.0,Under review
APP77568,Person_44,52,Non-binary,Texas,Employed,234077.55,26163.87,Home improvement,702,0.7434,2020-07-21,0,Yes,84,71.2,Approved
APP90375,Person_113,58,Male,Ohio,Unknown,176836.55,23489.47 ,Unknown,844,0.6162,2021-06-30,2,Yes,20,13.11,Pending
APP85965,Person_24,51,Female,Texas,Contract,48487.54,72860.6#,Auto loan,634,0.5732,2024-01-04,0,Yes,36,19.97,Approved
APP39500,Person_211,28,Female,Texas,Employed,30195.38,69369.12,Education,483,0.6497,2018-08-10,2,Yes,48,70.5,Approved
APP31860,Person_620,59,,Texas,Retired,77700.12,9018.79,Debt consolidation,734,0.0701,2018-08-31,3,No,24,65.6,Rejected
APP91219,Person_169,39,Other,New york,,244785.54,54029.7,Education,435,0.7276,2020-12-16,2,Yes,84,17.11,
APP41508,Person_591,25,Male,Florida,Self-employed,227021.36,14754.6,Auto loan,568,0.4086,2018-09-09,6,No,36,26.31,Approved
APP62465,Person_989,54,Non-binary,Texas,Self-employed,178560.76,7447.52,,423,0.471,2020-05-20,4,Yes,84,14.41,Rejected
APP29464,Person_596,57,Female,California,Employed,181105.05,6778.82,Education,446,0.2318,2018-05-05,6,No,48,22.93,Rejected
APP88105,Person_520,74,Male,New york,Retired,191216.09,43530.9,Vacation,536,0.1357,2019-10-18,0,No,12,25.59,Rejected
APP67961,Person_32,22,Female,Texas,Part-time,202748.49,47722.16,Business,660,0.4051,2021-11-07,0,Unknown,48,16.34,Approved
APP86122,Person_611,65,Female,Florida,Employed,133349.17,17021.44,Medical,758,0.4831,2019-05-29,4,No,60,19.79,Rejected
APP65567,Person_109,24,Male,Ohio,Unemployed,180565.33,30412.46USD,Debt consolidation,710,0.2457,2024-05-14,3,Yes,84,14.52,Approved
APP57223,Unknown,60,Other,Florida,Part-time,53790.01,79799.03,Auto loan,428,,2020-08-27,4,Yes,12,20.77,Rejected
APP71903,Person_330,56,Female,Texas,,96257.13,2712.77,Auto loan,701,0.1608,2018-02-23,5,Yes,60,11.86,Pending
APP11790,Person_222,59,Non-binary,Illinois,Employed,196747.57,11294.34 ,Education,669,0.5689,2021-05-19,3,No,24,20.93,Under review
APP64239,Person_28,26,Female,Florida,Unemployed,123211.75,33863.18,Debt consolidation,397,0.2688,2018-07-30,4,No,72,24.26,Under review
APP34341,Person_287,26,Male,California,,173774.0,48765.18,Medical,485,0.5247,2024-01-27,3,Yes,84,14.82,Under review
APP59535,Person_722,21,Other,Texas,Self-employed,159380.86,9885.52,Medical,645,0.207,2019-08-19,3,No,72,27.02,Pending
APP23587,Person_55,24,Female,New york,Unemployed,185548.71,43323.31,Medical,593,0.062,2018-05-10,3,Yes,72,24.21,Approved
APP17422,Person_992,34,Female,New york,Part-time,157932.47,32450.16,Business,405,0.0003526,2018-10-30,3,,60,20.25,Rejected
APP96649,Person_899,55,Female,California,Self-employed,100078.54,77480.41,Unknown,739,0.4237,2021-07-16,6,,12,19.95,Approved
APP17747,Person_920,45,Male,Texas,Part-time,81041.03,62963.16,Medical,678,0.3372,2020-11-25,5,No,36,15.27,Rejected
APP54185,Person_48,43,Other,Unknown,Part-time,149725.24,60825.34,Unknown,479,0.4777,2019-04-30,2,No,72,10.73,Under review
APP19419,Person_923,34,Female,New york,Part-time,246292.42,19338.63,Business,568,0.273,2020-08-31,0,No,24,19.96,Rejected
APP59925,Person_996,34,Male,Illinois,Part-time,,23254.18,Home improvement,624,0.3903,2021-07-25,0,No,20,21.12,Approved
APP40491,Person_642,56,Male,Miami,Self-employed,34689.92,77077.31#,Vacation,568,0.2056,2024-03-20,3,Yes,84,10.18,Under review
APP66623,Person_545,56,Female,Miami,Part-time,135296.68,77231.41,Debt consolidation,794,,2022-06-24,1,No,36,23.07,Pending
APP90977,Person_477,33,Male,Ohio,Unemployed,83940.58,22788.17,Home improvement,821,0.1855,2022-06-04,2,No,24,20.25,Approved
APP80073,Person_547,21,Male,California,Self-employed,48099.65,39406.78,Home improvement,568,0.0542,2019-04-30,0,No,20,11.8,Pending
APP76248,Unknown,20,Female,Texas,Self-employed,112919.17,39846.34,Unknown,754,0.3921,2019-02-24,6,No,48,24.62,Under review
APP16682,Person_413,58,Female,California,Part-time,208196.78,43703.48,Debt consolidation,475,0.124,2018-12-09,0,Yes,36,15.95,Rejected
app44574,Person_384,37,Female,,Part-time,,10150.46,Medical,568,0.6775,2018-09-23,2,Yes,36,75.6,Rejected
APP85055,,45,Male,Texas,Employed,241459.99,15857.52,Debt consolidation,758,0.6172,2022-03-05,2,Yes,48,13.49,Rejected
APP92116,Person_322,60,Female,Ohio,Part-time,236516.41,34270.11,Business,727,0.3724,2023-04-11,4,Yes,84,47.5,Pending
APP69371,Person_451,59,Male,,Contract,117754.13,,Education,716,,2021-08-02,5,No,12,90.5,Rejected
APP47096,Person_797,36,Male,Texas,Contract,238037.06,55781.03,Vacation,506,0.2434,2022-08-26,3,No,84,57.5,Approved
APP30258,Person_234,47,Male,Pennsylvania,Contract,85433.26,,Debt consolidation,708,0.6477,2018-06-06,1,Yes,12,20.25,Approved
APP75922,Person_656,51,Other,Florida,Unemployed,131342.37,43458.47USD,Vacation,768,0.7258,2022-11-21,0,No,20,47.2,Approved
APP36205,Person_557,35,Male,New york,Part-time,77256.94,51752.27,Auto loan,710,0.2642,2018-09-01,1,Yes,48,25.57,Under review
APP25046,Person_462,58,Male,Florida,Retired,218395.67,27332.16,Education,702,0.655,2020-07-01,4,No,84,26.35,Approved
APP74389,Person_424,59,Other,California,Contract,162023.29,65432.31,Auto loan,568,0.3655,2020-10-08,2,Yes,84,11.46,Pending
APP31481,Person_898,18,Female,Texas,Self-employed,64247.13,36060.06,Home improvement,602,0.592,2020-09-26,3,Unknown,36,13.93,Under review
APP14485,Person_303,32,Female,Florida,Unemployed,,33204.69,Education,686,0.5838,2019-01-30,3,No,24,69.9,Rejected
APP91563,Person_936,0,,Florida,Contract,,46045.19,Business,79,0.4378,2018-06-25,5,No,20,36.9,Approved
APP58052,Person_689,31,Male,California,Retired,26802.55,4486.37,Debt consolidation,591,0.5857,2023-09-13,5,No,84,26.35,Approved
APP66466,Unknown,32,Male,Pennsylvania,Self-employed,37660.56,,Auto loan,457,0.3375,2021-09-18,1,No,12,16.98,Pending
APP49128,Person_888,74,Female,California,,196049.62,12405.99,Auto loan,306,0.0711,2023-01-24,5,Yes,24,26.85,Pending
APP99751,Person_296,60,Male,New york,Contract,159410.19,46109.67,Auto loan,458,0.2766,2022-09-05,6,Yes,84,20.25,Under review
APP82340,Person_21,38,Female,Illinois,Self-employed,105512.73,-74695.33,Home improvement,493,0.7365,2020-12-21,4,Yes,36,24.55,Approved
APP44481,Person_760,47,Female,New york,Unemployed,48806.47,79371.54,Auto loan,518,0.495,2018-05-03,3,Yes,60,20.25,Pending
APP58809,Person_420,55,Male,New york,Contract,105924.04,1606.59,Home improvement,325,0.4659,2022-01-31,6,Yes,84,22.32,Under review
APP91793,Person_325,56,,Florida,Retired,109318.85,12809.39,Home improvement,501,0.7231,2020-12-13,3,Yes,48,20.25,
APP97856,Person_199,23,Other,New york,Employed,130464.14,6390.74$,Education,548,0.5495,2023-11-12,5,No,12,46.9,Under review
APP99949,Person_450,23,Female,Texas,Part-time,132998.32,42935.59,Education,664,0.6938,2019-04-06,1,Yes,20,13.57,Pending
APP46624,Person_137,52,Female,California,Self-employed,36150.43,71303.32,Business,390,0.2217,2021-05-30,6,Yes,20,23.32,Approved
APP73511,Person_536,31,Male,Illinois,Unknown,36843.73,1865.21,Vacation,568,0.6174,2023-01-13,1,Yes,84,20.25,Under review
APP44562,Person_696,57,Female,Illinois,Employed,199542.64,8308.68,Medical,813,0.4475,2019-03-31,5,No,24,14.4,Approved
APP77553,Person_717,72,Female,Texas,Unemployed,159803.95,27021.8,Medical,355,0.3734,2020-05-12,3,No,48,58.0,Under review
APP47456,Person_646,22,Female,Texas,Part-time,91206.61,67215.9,Debt consolidation,547,0.4862,2019-06-10,1,Yes,72,75.8,Under review
APP46482,Person_811,28,Male,New york,Contract,18809.25,44904.02,Auto loan,778,8.4305,2021-10-07,5,No,20,14.52,Rejected
APP39722,Person_628,38,Non-binary,Texas,Self-employed,,43017.28,Home improvement,731,0.195,2018-11-19,4,No,72,18.05,Pending
APP23362,,29,Female,Florida,Employed,247328.33,12660.83,Debt consolidation,737,0.5256,2019-01-03,6,Yes,20,55.2,Under review
APP81267,Person_980,38,Male,California,Employed,69813.04,17500.35,Debt consolidation,362,,2020-01-04,5,Yes,24,16.61,Rejected
APP56372,Person_953,38,Female,Texas,Unemployed,86130.07,15128.0$,Home improvement,568,0.5057,2021-05-25,1,Yes,84,63.1,Approved
APP41003,Person_940,55,Non-binary,New york,Part-time,150961.67,14908.32$,Business,568,0.2836,2018-08-16,6,No,72,22.25,Under review
APP51052,Person_505,27,Female,Texas,Unemployed,206313.25,25300.36,Education,614,0.5582,2020-03-12,4,No,48,90.2,Approved
